cveID,vendorProject,product,cwes,CWE_Name,dateAdded,dueDate,attack_vector,CWE_Likelihood,attack_complexity,cvss_score,severity,knownRansomwareCampaignUse,likelihood_prob,complexity_prob,ransomware_probability,risk_category
CVE-2021-38646,Microsoft,Office,,,2022-03-28,2022-04-18,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2021-34486,Microsoft,Windows,CWE-416,Use After Free,2022-03-28,2022-04-18,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-26085,Atlassian,Confluence Server,CWE-425,Direct Request ('Forced Browsing'),2022-03-28,2022-04-18,NETWORK,,LOW,5.3,MEDIUM,Known,0.1,0.9,0.42,Medium
CVE-2021-20028,SonicWall,Secure Remote Access (SRA),CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2022-03-28,2022-04-18,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2019-7483,SonicWall,SMA100,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-03-28,2022-04-18,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2018-8440,Microsoft,Windows,,,2022-03-28,2022-04-18,LOCAL,,LOCAL,7.2,HIGH,Known,0.1,0.1,0.1,Low
CVE-2018-8406,Microsoft,DirectX Graphics Kernel (DXGKRNL),CWE-404,Improper Resource Shutdown or Release,2022-03-28,2022-04-18,LOCAL,Medium,LOCAL,7.2,HIGH,Known,0.6,0.1,0.4,Medium
CVE-2018-8405,Microsoft,DirectX Graphics Kernel (DXGKRNL),CWE-404,Improper Resource Shutdown or Release,2022-03-28,2022-04-18,LOCAL,Medium,LOCAL,7.2,HIGH,Known,0.6,0.1,0.4,Medium
CVE-2017-0213,Microsoft,Windows,,,2022-03-28,2022-04-18,LOCAL,,LOW,7.3,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2017-0059,Microsoft,Internet Explorer,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,2022-03-28,2022-04-18,NETWORK,High,LOW,4.3,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2017-0037,Microsoft,Edge and Internet Explorer,CWE-704,Incorrect Type Conversion or Cast,2022-03-28,2022-04-18,NETWORK,,HIGH,8.1,HIGH,Unknown,0.1,0.3,0.18,Low
CVE-2016-7201,Microsoft,Edge,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2016-7200,Microsoft,Edge,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2016-0189,Microsoft,Internet Explorer,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,NETWORK,High,HIGH,7.5,HIGH,Unknown,0.9,0.3,0.66,Medium
CVE-2016-0151,Microsoft,Client-Server Run-time Subsystem (CSRSS),CWE-264,,2022-03-28,2022-04-18,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2016-0040,Microsoft,Windows,CWE-264,,2022-03-28,2022-04-18,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2015-2426,Microsoft,Windows,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,NETWORK,High,NETWORK,9.3,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2015-2419,Microsoft,Internet Explorer,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2015-1770,Microsoft,Office,CWE-19,,2022-03-28,2022-04-18,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2013-3660,Microsoft,Win32k,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2013-2729,Adobe,Reader and Acrobat,CWE-189,,2022-03-28,2022-04-18,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2013-2551,Microsoft,Internet Explorer,CWE-416,Use After Free,2022-03-28,2022-04-18,NETWORK,High,LOW,8.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2013-2465,Oracle,Java SE,,,2022-03-28,2022-04-18,NETWORK,,NETWORK,10.0,HIGH,Known,0.1,0.1,0.1,Low
CVE-2013-1690,Mozilla,Firefox and Thunderbird,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2012-5076,Oracle,Java SE,,,2022-03-28,2022-04-18,NETWORK,,NETWORK,10.0,HIGH,Unknown,0.1,0.1,0.1,Low
CVE-2012-2539,Microsoft,Word,CWE-399,,2022-03-28,2022-04-18,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2012-2034,Adobe,Flash Player,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-18,NETWORK,High,NETWORK,9.3,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2012-0518,Oracle,Fusion Middleware,CWE-601,URL Redirection to Untrusted Site ('Open Redirect'),2022-03-28,2022-04-18,NETWORK,Low,LOW,4.7,MEDIUM,Unknown,0.3,0.9,0.54,Medium
CVE-2011-2005,Microsoft,Ancillary Function Driver (afd.sys),CWE-264,,2022-03-28,2022-04-18,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2010-4398,Microsoft,Windows,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-28,2022-04-21,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-26318,WatchGuard,Firebox and XTM Appliances,CWE-122,Heap-based Buffer Overflow,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-26143,Mitel,"MiCollab, MiVoice Business Express","CWE-306, CWE-406",,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2022-21999,Microsoft,Windows,"CWE-40, CWE-1386",,2022-03-25,2022-04-15,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-42237,Sitecore,XP,CWE-502,Deserialization of Untrusted Data,2022-03-25,2022-04-15,NETWORK,Medium,LOW,9.8,CRITICAL,Known,0.6,0.9,0.72,High
CVE-2021-22941,Citrix,ShareFile,CWE-284,Improper Access Control,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2020-9377,D-Link,DIR-610 Devices,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-9054,Zyxel,Multiple Network-Attached Storage (NAS) Devices,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2020-7247,OpenBSD,OpenSMTPD,"CWE-755, CWE-78",,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2020-5410,VMware Tanzu,Spring Cloud Configuration (Config) Server,CWE-23,Relative Path Traversal,2022-03-25,2022-04-15,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-25223,Sophos,SG UTM,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2020-2506,QNAP Systems,Helpdesk,CWE-284,Improper Access Control,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2020-2021,Palo Alto Networks,PAN-OS,CWE-347,Improper Verification of Cryptographic Signature,2022-03-25,2022-04-15,NETWORK,,LOW,10.0,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2020-1956,Apache,Kylin,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-1631,Juniper,Junos OS,"CWE-22, CWE-73",,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2019-6340,Drupal,Core,CWE-502,Deserialization of Untrusted Data,2022-03-25,2022-04-15,NETWORK,Medium,NETWORK,6.8,MEDIUM,Unknown,0.6,0.1,0.4,Medium
CVE-2019-2616,Oracle,BI Publisher (Formerly XML Publisher),,,2022-03-25,2022-04-15,NETWORK,,NETWORK,6.4,MEDIUM,Unknown,0.1,0.1,0.1,Low
CVE-2019-16920,D-Link,Multiple Routers,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2019-15107,Webmin,Webmin,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2019-12991,Citrix,SD-WAN and NetScaler,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,NETWORK,9.0,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2019-12989,Citrix,SD-WAN and NetScaler,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2019-11043,PHP,FastCGI Process Manager (FPM),CWE-120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2019-10068,Kentico,Xperience,CWE-502,Deserialization of Untrusted Data,2022-03-25,2022-04-15,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2019-1003030,Jenkins,Matrix Project Plugin,,,2022-03-25,2022-04-15,NETWORK,,LOW,9.9,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2019-0903,Microsoft,Graphics Device Interface (GDI),,,2022-03-25,2022-04-15,NETWORK,,NETWORK,9.3,HIGH,Unknown,0.1,0.1,0.1,Low
CVE-2018-8414,Microsoft,Windows,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,NETWORK,9.3,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2018-8373,Microsoft,Internet Explorer Scripting Engine,CWE-787,Out-of-bounds Write,2022-03-25,2022-04-15,NETWORK,High,NETWORK,7.6,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2018-6961,VMware,SD-WAN Edge,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,NETWORK,6.8,MEDIUM,Unknown,0.9,0.1,0.58,Medium
CVE-2018-14839,LG,N1A1 NAS,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2018-1273,VMware Tanzu,Spring Data Commons,CWE-94,Improper Control of Generation of Code ('Code Injection'),2022-03-25,2022-04-15,NETWORK,Medium,LOW,9.8,CRITICAL,Known,0.6,0.9,0.72,High
CVE-2018-11138,Quest,KACE System Management Appliance,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,NETWORK,10.0,HIGH,Known,0.9,0.1,0.58,Medium
CVE-2018-0147,Cisco,Secure Access Control System (ACS),CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2018-0125,Cisco,VPN Routers,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2017-6334,NETGEAR,DGN2200 Devices,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2017-6316,Citrix,"NetScaler SD-WAN Enterprise, CloudBridge Virtual WAN, and XenMobile Server",CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2017-3881,Cisco,IOS and IOS XE,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2017-12617,Apache,Tomcat,CWE-434,Unrestricted Upload of File with Dangerous Type,2022-03-25,2022-04-15,NETWORK,Medium,HIGH,8.1,HIGH,Unknown,0.6,0.3,0.48,Medium
CVE-2017-12615,Apache,Tomcat,CWE-434,Unrestricted Upload of File with Dangerous Type,2022-03-25,2022-04-15,NETWORK,Medium,HIGH,8.1,HIGH,Known,0.6,0.3,0.48,Medium
CVE-2017-0146,Microsoft,Windows,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,8.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2016-7892,Adobe,Flash Player,CWE-416,Use After Free,2022-03-25,2022-04-15,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2016-4171,Adobe,Flash Player,,,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2016-1555,NETGEAR,Wireless Access Point (WAP) Devices,CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),2022-03-25,2022-04-15,NETWORK,High,NETWORK,10.0,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2016-11021,D-Link,DCS-930L Devices,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-25,2022-04-15,NETWORK,High,LOW,7.2,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2016-10174,NETGEAR,WNR2000v5 Router,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2016-0752,Rails,Ruby on Rails,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-03-25,2022-04-15,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2015-4068,Arcserve,Unified Data Protection (UDP),CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.1,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2015-3035,TP-Link,Multiple Archer Devices,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-03-25,2022-04-15,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2015-1427,Elastic,Elasticsearch,CWE-284,Improper Access Control,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2015-1187,D-Link and TRENDnet,Multiple Devices,CWE-287,Improper Authentication,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2015-0666,Cisco,Prime Data Center Network Manager (DCNM),CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-03-25,2022-04-15,NETWORK,High,NETWORK,7.8,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2014-6332,Microsoft,Windows,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-25,2022-04-15,NETWORK,High,NETWORK,9.3,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2014-6324,Microsoft,Kerberos Key Distribution Center (KDC),CWE-264,,2022-03-25,2022-04-15,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2014-6287,Rejetto,HTTP File Server (HFS),CWE-94,Improper Control of Generation of Code ('Code Injection'),2022-03-25,2022-04-15,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2014-3120,Elastic,Elasticsearch,CWE-284,Improper Access Control,2022-03-25,2022-04-15,NETWORK,,NETWORK,6.8,MEDIUM,Unknown,0.1,0.1,0.1,Low
CVE-2014-0130,Rails,Ruby on Rails,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-03-25,2022-04-15,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2013-5223,D-Link,DSL-2760U,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-03-25,2022-04-15,NETWORK,High,LOW,5.4,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2013-4810,Hewlett Packard (HP),"ProCurve Manager (PCM), PCM+, Identity Driven Manager (IDM), and Application Lifecycle Management",CWE-94,Improper Control of Generation of Code ('Code Injection'),2022-03-25,2022-04-15,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2013-2251,Apache,Struts,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2012-1823,PHP,PHP,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2010-4345,Exim,Exim,CWE-264,,2022-03-25,2022-04-15,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2010-4344,Exim,Exim,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2010-3035,Cisco,IOS XR,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2010-2861,Adobe,ColdFusion,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2022-03-25,2022-04-15,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2009-2055,Cisco,IOS XR,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,NETWORK,4.3,MEDIUM,Unknown,0.9,0.1,0.58,Medium
CVE-2009-1151,phpMyAdmin,phpMyAdmin,CWE-94,Improper Control of Generation of Code ('Code Injection'),2022-03-25,2022-04-15,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2009-0927,Adobe,Reader and Acrobat,CWE-20,Improper Input Validation,2022-03-25,2022-04-15,NETWORK,High,NETWORK,9.3,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2005-2773,Hewlett Packard (HP),OpenView Network Node Manager,,,2022-03-25,2022-04-15,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2020-5135,SonicWall,SonicOS,CWE-120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2022-03-15,2022-04-05,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2019-1405,Microsoft,Windows,,,2022-03-15,2022-04-05,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2019-1322,Microsoft,Windows,,,2022-03-15,2022-04-05,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2019-1315,Microsoft,Windows,CWE-59,Improper Link Resolution Before File Access ('Link Following'),2022-03-15,2022-04-05,LOCAL,Medium,LOW,7.8,HIGH,Known,0.6,0.9,0.72,High
CVE-2019-1253,Microsoft,Windows,CWE-59,Improper Link Resolution Before File Access ('Link Following'),2022-03-15,2022-04-05,LOCAL,Medium,LOW,7.8,HIGH,Known,0.6,0.9,0.72,High
CVE-2019-1132,Microsoft,Win32k,,,2022-03-15,2022-04-05,LOCAL,,LOCAL,7.2,HIGH,Unknown,0.1,0.1,0.1,Low
CVE-2019-1129,Microsoft,Windows,CWE-59,Improper Link Resolution Before File Access ('Link Following'),2022-03-15,2022-04-05,LOCAL,Medium,LOCAL,7.2,HIGH,Known,0.6,0.1,0.4,Medium
CVE-2019-1069,Microsoft,Task Scheduler,CWE-59,Improper Link Resolution Before File Access ('Link Following'),2022-03-15,2022-04-05,LOCAL,Medium,LOW,7.8,HIGH,Known,0.6,0.9,0.72,High
CVE-2019-1064,Microsoft,Windows,CWE-59,Improper Link Resolution Before File Access ('Link Following'),2022-03-15,2022-04-05,LOCAL,Medium,LOCAL,7.2,HIGH,Known,0.6,0.1,0.4,Medium
CVE-2019-0841,Microsoft,Windows,CWE-59,Improper Link Resolution Before File Access ('Link Following'),2022-03-15,2022-04-05,LOCAL,Medium,LOW,7.8,HIGH,Known,0.6,0.9,0.72,High
CVE-2019-0543,Microsoft,Windows,CWE-287,Improper Authentication,2022-03-15,2022-04-05,LOCAL,High,LOCAL,4.6,MEDIUM,Known,0.9,0.1,0.58,Medium
CVE-2018-8120,Microsoft,Win32k,CWE-404,Improper Resource Shutdown or Release,2022-03-15,2022-04-05,LOCAL,Medium,LOCAL,7.2,HIGH,Known,0.6,0.1,0.4,Medium
CVE-2017-0101,Microsoft,Windows,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-15,2022-04-05,LOCAL,High,LOW,7.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2016-3309,Microsoft,Windows,CWE-264,,2022-03-15,2022-04-05,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2015-2546,Microsoft,Win32k,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2022-03-15,2022-04-05,LOCAL,High,LOCAL,6.9,MEDIUM,Known,0.9,0.1,0.58,Medium
CVE-2022-26486,Mozilla,Firefox,CWE-416,Use After Free,2022-03-07,2022-03-21,NETWORK,High,LOW,9.6,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-26485,Mozilla,Firefox,CWE-416,Use After Free,2022-03-07,2022-03-21,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-21973,VMware,vCenter Server and Cloud Foundation,"CWE-20, CWE-918",,2022-03-07,2022-03-21,NETWORK,,LOW,5.3,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2020-8218,Pulse Secure,Pulse Connect Secure,CWE-94,Improper Control of Generation of Code ('Code Injection'),2022-03-07,2022-09-07,NETWORK,Medium,LOW,7.2,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2019-11581,Atlassian,Jira Server and Data Center,CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2022-03-07,2022-09-07,NETWORK,High,NETWORK,9.3,HIGH,Unknown,0.9,0.1,0.58,Medium
CVE-2017-6077,NETGEAR,Wireless Router DGN2200,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022-03-07,2022-09-07,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2016-6277,NETGEAR,Multiple Routers,CWE-352,Cross-Site Request Forgery (CSRF),2022-03-07,2022-09-07,NETWORK,Medium,LOW,8.8,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2013-0631,Adobe,ColdFusion,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,2022-03-07,2022-09-07,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2013-0629,Adobe,ColdFusion,CWE-264,,2022-03-07,2022-09-07,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2013-0625,Adobe,ColdFusion,CWE-255,,2022-03-07,2022-09-07,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2009-3960,Adobe,BlazeDS,,,2022-03-07,2022-09-07,NETWORK,,LOW,6.5,MEDIUM,Known,0.1,0.9,0.42,Medium
CVE-2022-20708,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",CWE-121,Stack-based Buffer Overflow,2022-03-03,2022-03-17,ADJACENT_NETWORK,High,LOW,8.0,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-20703,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",CWE-347,Improper Verification of Cryptographic Signature,2022-03-03,2022-03-17,ADJACENT_NETWORK,,LOW,8.0,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2022-20701,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",CWE-121,Stack-based Buffer Overflow,2022-03-03,2022-03-17,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2022-20700,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",CWE-121,Stack-based Buffer Overflow,2022-03-03,2022-03-17,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2022-20699,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",CWE-785,Use of Path Manipulation Function without Maximum-sized Buffer,2022-03-03,2022-03-17,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2021-41379,Microsoft,Windows,CWE-1386,Insecure Operation on Windows Junction / Mount Point,2022-03-03,2022-03-17,LOCAL,,LOW,5.5,MEDIUM,Known,0.1,0.9,0.42,Medium
CVE-2020-1938,Apache,Tomcat,,,2022-03-03,2022-03-17,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2020-11899,Treck TCP/IP stack,IPv6,CWE-125,Out-of-bounds Read,2022-03-03,2022-03-17,ADJACENT_NETWORK,,LOW,5.4,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2019-16928,Exim,Exim Internet Mailer,CWE-787,Out-of-bounds Write,2022-03-03,2022-03-17,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2019-1652,Cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,CWE-20,Improper Input Validation,2022-03-03,2022-03-17,NETWORK,High,LOW,7.2,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-1297,Microsoft,Excel,,,2022-03-03,2022-03-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2018-8581,Microsoft,Exchange Server,,,2022-03-03,2022-03-17,NETWORK,,HIGH,7.4,HIGH,Known,0.1,0.3,0.18,Low
